2025-12-04 19:54:13.849 (   0.000s) [        CE2D1B80]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
    %120 = "vhlo.reshape_v1"(%119) : (!vhlo.tensor_v1<1x1x7x7x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x7x!vhlo.bf16_v1>
    %121 = "vhlo.broadcast_in_dim_v1"(%120) <{broadcast_dimensions = #vhlo.tensor_v1<dense<[0, 2, 3]> : tensor<3xi64>>}> : (!vhlo.tensor_v1<1x7x7x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>
    %122 = "vhlo.add_v1"(%101, %121) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>
    %123 = "vhlo.convert_v1"(%122) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %124 = "vhlo.reduce_v1"(%123, %2) <{dimensions = #vhlo.tensor_v1<dense<3> : tensor<1xi64>>}> ({
    ^bb0(%arg15: !vhlo.tensor_v1<!vhlo.f32_v1>, %arg16: !vhlo.tensor_v1<!vhlo.f32_v1>):
      %203 = "vhlo.maximum_v1"(%arg15, %arg16) : (!vhlo.tensor_v1<!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<!vhlo.f32_v1>
      "vhlo.return_v1"(%203) : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> ()
    }) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x!vhlo.f32_v1>
    %125 = "vhlo.broadcast_in_dim_v1"(%124) <{broadcast_dimensions = #vhlo.tensor_v1<dense<[0, 1, 2]> : tensor<3xi64>>}> : (!vhlo.tensor_v1<1x64x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %126 = "vhlo.subtract_v1"(%123, %125) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>, !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %127 = "vhlo.exponential_v2"(%126) <{result_accuracy = #vhlo.result_accuracy_v1<atol = 0.000000e+00, rtol = 0.000000e+00, ulps = 0, mode = #vhlo<result_accuracy_mode_v1 DEFAULT>>}> : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %128 = "vhlo.reduce_v1"(%127, %0) <{dimensions = #vhlo.tensor_v1<dense<3> : tensor<1xi64>>}> ({
    ^bb0(%arg15: !vhlo.tensor_v1<!vhlo.f32_v1>, %arg16: !vhlo.tensor_v1<!vhlo.f32_v1>):
      %203 = "vhlo.add_v1"(%arg15, %arg16) : (!vhlo.tensor_v1<!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<!vhlo.f32_v1>
      "vhlo.return_v1"(%203) : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> ()
    }) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x!vhlo.f32_v1>
    %129 = "vhlo.broadcast_in_dim_v1"(%128) <{broadcast_dimensions = #vhlo.tensor_v1<dense<[0, 1, 2]> : tensor<3xi64>>}> : (!vhlo.tensor_v1<1x64x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %130 = "vhlo.divide_v1"(%127, %129) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>, !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>
    %131 = "vhlo.convert_v1"(%130) : (!vhlo.tensor_v1<1x64x7x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>
    %132 = "vhlo.broadcast_in_dim_v1"(%50) <{broadcast_dimensions = #vhlo.tensor_v1<dense<[0, 1, 3, 4]> : tensor<4xi64>>}> : (!vhlo.tensor_v1<1x8x7x128x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x8x8x7x128x!vhlo.bf16_v1>
    %133 = "vhlo.reshape_v1"(%132) : (!vhlo.tensor_v1<1x8x8x7x128x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x64x7x128x!vhlo.bf16_v1>
    %134 = "vhlo.dot_general_v2"(%131, %133) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<3> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<2> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"grad_x"> = #vhlo.string_v1<"false">, #vhlo.string_v1<"grad_y"> = #vhlo.string_v1<"false">}>} : (!vhlo.tensor_v1<1x64x7x7x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x64x7x128x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x64x7x128x!vhlo.bf16_v1>
    %135 = "vhlo.transpose_v1"(%134) <{permutation = #vhlo.tensor_v1<dense<[0, 2, 1, 3]> : tensor<4xi64>>}> {result_layout = #vhlo.tensor_v1<dense<[3, 1, 2, 0]> : tensor<4xindex>>, xla_shape = #vhlo.string_v1<"bf16[1,7,64,128]{3,1,2,0}">} : (!vhlo.tensor_v1<1x64x7x128x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x64x128x!vhlo.bf16_v1>
    %136 = "vhlo.reshape_v1"(%135) : (!vhlo.tensor_v1<1x7x64x128x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>
    %137 = "vhlo.reshape_v1"(%arg9) : (!vhlo.tensor_v1<8192x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x8192x8192x!vhlo.bf16_v1>
    %138 = "vhlo.custom_call_v1"(%137) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___model_layers__modules__0___self_attn_o_proj_weight">}>} : (!vhlo.tensor_v1<1x8192x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x8192x8192x!vhlo.bf16_v1>
    %139 = "vhlo.reshape_v1"(%138) : (!vhlo.tensor_v1<1x8192x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x8192x!vhlo.bf16_v1>
    %140 = "vhlo.transpose_v1"(%139) <{permutation = #vhlo.tensor_v1<dense<[1, 0]> : tensor<2xi64>>}> {result_layout = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xindex>>, xla_shape = #vhlo.string_v1<"bf16[8192,8192]{0,1}">} : (!vhlo.tensor_v1<8192x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x8192x!vhlo.bf16_v1>
    %141 = "vhlo.dot_general_v2"(%136, %140) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<8192x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>
    %142 = "vhlo.reshape_v1"(%141) : (!vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %143 = "vhlo.add_v1"(%30, %142) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %144 = "vhlo.reshape_v1"(%arg12) : (!vhlo.tensor_v1<8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x1x8192x!vhlo.bf16_v1>
    %145 = "vhlo.custom_call_v1"(%144) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___model_layers__modules__0___post_attention_layernorm_weight">}>} : (!vhlo.tensor_v1<1x1x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x1x8192x!vhlo.bf16_v1>
    %146 = "vhlo.reshape_v1"(%145) : (!vhlo.tensor_v1<1x1x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x!vhlo.bf16_v1>
    %147 = "vhlo.broadcast_in_dim_v1"(%146) <{broadcast_dimensions = #vhlo.tensor_v1<dense<2> : tensor<1xi64>>}> : (!vhlo.tensor_v1<8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %148 = "vhlo.convert_v1"(%143) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %149 = "vhlo.power_v1"(%148, %17) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %150 = "vhlo.reduce_v1"(%149, %0) <{dimensions = #vhlo.tensor_v1<dense<2> : tensor<1xi64>>}> ({
    ^bb0(%arg15: !vhlo.tensor_v1<!vhlo.f32_v1>, %arg16: !vhlo.tensor_v1<!vhlo.f32_v1>):
      %203 = "vhlo.add_v1"(%arg15, %arg16) : (!vhlo.tensor_v1<!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<!vhlo.f32_v1>
      "vhlo.return_v1"(%203) : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> ()
    }) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
    %151 = "vhlo.multiply_v1"(%150, %4) : (!vhlo.tensor_v1<1x7x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
    %152 = "vhlo.reshape_v1"(%151) : (!vhlo.tensor_v1<1x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %153 = "vhlo.add_v1"(%152, %5) : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %154 = "vhlo.rsqrt_v2"(%153) <{result_accuracy = #vhlo.result_accuracy_v1<atol = 0.000000e+00, rtol = 0.000000e+00, ulps = 0, mode = #vhlo<result_accuracy_mode_v1 DEFAULT>>}> : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %155 = "vhlo.reshape_v1"(%154) : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
    %156 = "vhlo.broadcast_in_dim_v1"(%155) <{broadcast_dimensions = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xi64>>}> : (!vhlo.tensor_v1<1x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %157 = "vhlo.multiply_v1"(%148, %156) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %158 = "vhlo.convert_v1"(%157) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %159 = "vhlo.multiply_v1"(%147, %158) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %160 = "vhlo.reshape_v1"(%159) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>
    %161 = "vhlo.reshape_v1"(%arg13) : (!vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>
    %162 = "vhlo.custom_call_v1"(%161) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___model_layers__modules__0___mlp_gate_proj_weight">}>} : (!vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>
    %163 = "vhlo.reshape_v1"(%162) : (!vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>
    %164 = "vhlo.transpose_v1"(%163) <{permutation = #vhlo.tensor_v1<dense<[1, 0]> : tensor<2xi64>>}> {result_layout = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xindex>>, xla_shape = #vhlo.string_v1<"bf16[8192,28672]{0,1}">} : (!vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>
    %165 = "vhlo.dot_general_v2"(%160, %164) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>
    %166 = "vhlo.reshape_v1"(%165) : (!vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>
    %167 = "vhlo.logistic_v2"(%166) <{result_accuracy = #vhlo.result_accuracy_v1<atol = 0.000000e+00, rtol = 0.000000e+00, ulps = 0, mode = #vhlo<result_accuracy_mode_v1 DEFAULT>>}> : (!vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>
    %168 = "vhlo.multiply_v1"(%166, %167) : (!vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>
    %169 = "vhlo.reshape_v1"(%arg8) : (!vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>
    %170 = "vhlo.custom_call_v1"(%169) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___model_layers__modules__0___mlp_up_proj_weight">}>} : (!vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>
    %171 = "vhlo.reshape_v1"(%170) : (!vhlo.tensor_v1<1x28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>
    %172 = "vhlo.transpose_v1"(%171) <{permutation = #vhlo.tensor_v1<dense<[1, 0]> : tensor<2xi64>>}> {result_layout = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xindex>>, xla_shape = #vhlo.string_v1<"bf16[8192,28672]{0,1}">} : (!vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>
    %173 = "vhlo.dot_general_v2"(%160, %172) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>
    %174 = "vhlo.reshape_v1"(%173) : (!vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>
    %175 = "vhlo.multiply_v1"(%168, %174) : (!vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>
    %176 = "vhlo.reshape_v1"(%175) : (!vhlo.tensor_v1<1x7x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>
    %177 = "vhlo.reshape_v1"(%arg7) : (!vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x8192x28672x!vhlo.bf16_v1>
    %178 = "vhlo.custom_call_v1"(%177) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___model_layers__modules__0___mlp_down_proj_weight">}>} : (!vhlo.tensor_v1<1x8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x8192x28672x!vhlo.bf16_v1>
    %179 = "vhlo.reshape_v1"(%178) : (!vhlo.tensor_v1<1x8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>
    %180 = "vhlo.transpose_v1"(%179) <{permutation = #vhlo.tensor_v1<dense<[1, 0]> : tensor<2xi64>>}> {result_layout = #vhlo.tensor_v1<dense<[0, 1]> : tensor<2xindex>>, xla_shape = #vhlo.string_v1<"bf16[28672,8192]{0,1}">} : (!vhlo.tensor_v1<8192x28672x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>
    %181 = "vhlo.dot_general_v2"(%176, %180) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<7x28672x!vhlo.bf16_v1>, !vhlo.tensor_v1<28672x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>
    %182 = "vhlo.reshape_v1"(%181) : (!vhlo.tensor_v1<7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %183 = "vhlo.add_v1"(%143, %182) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>
    %184 = "vhlo.convert_v1"(%183) : (!vhlo.tensor_v1<1x7x8192x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %185 = "vhlo.power_v1"(%184, %17) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>
    %186 = "vhlo.reduce_v1"(%185, %0) <{dimensions = #vhlo.tensor_v1<dense<2> : tensor<1xi64>>}> ({
    ^bb0(%arg15: !vhlo.tensor_v1<!vhlo.f32_v1>, %arg16: !vhlo.tensor_v1<!vhlo.f32_v1>):
      %203 = "vhlo.add_v1"(%arg15, %arg16) : (!vhlo.tensor_v1<!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<!vhlo.f32_v1>
      "vhlo.return_v1"(%203) : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> ()
    }) : (!vhlo.tensor_v1<1x7x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
    %187 = "vhlo.multiply_v1"(%186, %4) : (!vhlo.tensor_v1<1x7x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
    %188 = "vhlo.reshape_v1"(%187) : (!vhlo.tensor_v1<1x7x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %189 = "vhlo.add_v1"(%188, %5) : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>, !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %190 = "vhlo.rsqrt_v2"(%189) <{result_accuracy = #vhlo.result_accuracy_v1<atol = 0.000000e+00, rtol = 0.000000e+00, ulps = 0, mode = #vhlo<result_accuracy_mode_v1 DEFAULT>>}> : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>
    %191 = "vhlo.reshape_v1"(%190) : (!vhlo.tensor_v1<1x7x1x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x7x!vhlo.f32_v1>
